,Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
165,The Boys Are Back In Town,Thin Lizzy,Wild One - The Very Best Of Thin Lizzy (Remastered Version),01iw3ZO4AQKvvIjXq5wPEL,4QEbXYWpDDWHzXNINdZlzW,0,1996-01-01,263827,False,https://open.spotify.com/track/4QEbXYWpDDWHzXNINdZlzW,0.36,0.851,8,-5.542,1,0.0838,0.252,3.77e-06,0.0802,0.683,79.39
166,Don't Stop,Fleetwood Mac,Rumours,63k57x0qOkUWEMR0dkMivh,4SXU3lUZ1eb4JWWbkQw43Y,0,1977-02-04,192133,False,https://open.spotify.com/track/4SXU3lUZ1eb4JWWbkQw43Y,0.686,0.632,9,-11.433,1,0.0353,0.0398,2.2e-06,0.0686,0.88,118.965
167,Smooth (feat. Rob Thomas),"Santana, Rob Thomas",Supernatural (Remastered),10aiDpdFGyfCFEcqpx6XTq,0n2SEXB2qoRQg171q7XqeW,72,1999-06-15,294987,False,https://open.spotify.com/track/0n2SEXB2qoRQg171q7XqeW,0.609,0.923,9,-3.908,1,0.0338,0.16,4.73e-06,0.295,0.961,115.996
168,"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,The Greatest 70's Hits,4Bg6HhB8TkNYWDhCuj9EeR,1eMY6afH3pUySqreiQqS62,24,2018-05-28,201093,False,https://open.spotify.com/track/1eMY6afH3pUySqreiQqS62,0.727,0.588,1,-9.568,1,0.0253,0.058,5.46e-06,0.0414,0.964,104.413
169,Cats In the Cradle,Harry Chapin,The Greatest 70's Hits,4Bg6HhB8TkNYWDhCuj9EeR,0O7UeXcGs6P7KcDcUveFbw,6,2018-05-28,212405,False,https://open.spotify.com/track/0O7UeXcGs6P7KcDcUveFbw,0.463,0.484,10,-13.259,1,0.0395,0.456,0.0,0.125,0.513,77.521
170,(What A) Wonderful World - Remastered,Sam Cooke,The Wonderful World Of Sam Cooke (Remastered),4y3NeFX7yaEzQfxy70NhZ3,27K3ZDS5B4fwjhwyihrdzC,0,1960,125507,False,https://open.spotify.com/track/27K3ZDS5B4fwjhwyihrdzC,0.524,0.543,11,-9.889,1,0.0397,0.734,0.0,0.275,0.877,128.091
171,Sweet Caroline,Neil Diamond,Sweet Caroline,3aLKBtYt2B0XdLaTtBzF2n,3zByVQLvdXUaDTubfWkpCk,0,1969,203573,False,https://open.spotify.com/track/3zByVQLvdXUaDTubfWkpCk,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05
172,What A Wonderful World,Louis Armstrong,Hello Louis - The Hit Years (1963-1969),3IkAJdl6rQcSbnfpGr3MVt,6Z5XZ8fjmWGbkdahOgreVe,0,2010-01-01,137467,False,https://open.spotify.com/track/6Z5XZ8fjmWGbkdahOgreVe,0.273,0.373,5,-9.989,1,0.0341,0.848,0.000241,0.188,0.147,77.591
173,All Along the Watchtower,Jimi Hendrix,Electric Ladyland,5z090LQztiqh13wYspQvKQ,2aoo2jlRnM3A0NyLQqMN2f,78,1968-10-25,240800,False,https://open.spotify.com/track/2aoo2jlRnM3A0NyLQqMN2f,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253
174,Johnny B. Goode - Single Version,Chuck Berry,Berry Is On Top (Reissue),2W3GOisQj5XAFbtxmbDBr5,11cPCZ0BYWJmAm7N8eDxtu,0,1959-01-01,161560,False,https://open.spotify.com/track/11cPCZ0BYWJmAm7N8eDxtu,0.529,0.806,10,-9.027,1,0.0806,0.747,0.00011,0.305,0.971,167.43
175,Love Potion No. 9,The Clovers,United Artists Black Singles 1959-1967: ''Motor City To Central Park'',0QIsqKfh4h5dWicuHWSxOC,4Frd6VT1lsdjiwfAQaSldS,0,2009-01-23,112200,False,https://open.spotify.com/track/4Frd6VT1lsdjiwfAQaSldS,0.71,0.712,7,-6.299,1,0.0515,0.811,0.0,0.109,0.911,128.758
176,Boogie Woogie Bugle Boy - Remastered,The Andrews Sisters,The Ultimate Andrews Sisters,0ZDGMhjUl9yhB1cjis4f2U,4R5fpGNoTVKXQMUUaZPtwD,37,2003-01-01,164160,False,https://open.spotify.com/track/4R5fpGNoTVKXQMUUaZPtwD,0.618,0.737,2,-8.147,1,0.257,0.844,1.54e-05,0.171,0.882,165.104
177,My Way,Frank Sinatra,Ultimate Sinatra,7gmak9ZGm10y4PtZa9SBQn,6lTTzSk1hRrxp4VMwXBp2l,56,2015-04-21,274933,False,https://open.spotify.com/track/6lTTzSk1hRrxp4VMwXBp2l,0.279,0.454,2,-7.733,1,0.0316,0.395,0.0,0.198,0.216,150.661
178,It Wasn't Me,"Shaggy, Rik Rok",Hot Shot (International Version #2),6NmFmPX56pcLBOFMhIiKvF,1lzr43nnXAijIGYnCT8M8H,0,2000,227600,False,https://open.spotify.com/track/1lzr43nnXAijIGYnCT8M8H,0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759
179,Ironic,Alanis Morissette,Jagged Little Pill,09AwlP99cHfKVNKv4FC8VW,4oGTdOClZUxcM2H3UmXlwL,58,1995-06-09,225933,False,https://open.spotify.com/track/4oGTdOClZUxcM2H3UmXlwL,0.495,0.595,11,-7.57,1,0.0443,0.246,0.0,0.236,0.392,85.341
180,Mama Said Knock You Out,LL COOL J,Mama Said Knock You Out,7p7kcsrdoJ8DKQIMouujcb,6C7ZgThn6Yan5MTZdAEEFw,65,1990-08-27,289693,True,https://open.spotify.com/track/6C7ZgThn6Yan5MTZdAEEFw,0.791,0.759,10,-7.378,0,0.129,0.0314,0.674,0.255,0.619,102.382
181,Basket Case,Green Day,Dookie,4uG8q3GPuWHQlRbswMIRS6,6L89mwZXSOwYl76YXfX13s,85,1994-02-01,181533,False,https://open.spotify.com/track/6L89mwZXSOwYl76YXfX13s,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064
182,Jumper - 1998 Edit,Third Eye Blind,Third Eye Blind,2gToC0XAblE9h3UZD6aAaQ,3354J49VpkbZJho7Ztdzpw,70,1997-04-08,272973,False,https://open.spotify.com/track/3354J49VpkbZJho7Ztdzpw,0.599,0.543,0,-9.226,1,0.0302,0.0129,0.00204,0.291,0.624,91.105
183,Hey There Delilah,Plain White T's,Hey There Delilah,24sUMKVvcDdDMBxDmOjIIS,1NarGDteHRuDA9OfGyQ2MG,0,2006,226493,False,https://open.spotify.com/track/1NarGDteHRuDA9OfGyQ2MG,0.624,0.28,2,-10.415,1,0.029,0.861,1.51e-06,0.116,0.288,105.087
184,Bleed It Out,Linkin Park,Minutes to Midnight,2tlTBLz2w52rpGCLBGyGw6,0UFDKFqW2oGspYeYqo9wjA,80,2007-05-14,166373,True,https://open.spotify.com/track/0UFDKFqW2oGspYeYqo9wjA,0.529,0.967,1,-3.647,0,0.0508,0.114,0.0,0.61,0.596,140.127
185,Creep,Radiohead,Pablo Honey (Collector's Edition),6AZv3m27uyRxi8KyJSfUxL,3HfB5hBU0dmBt8T0iCmH42,0,1993-04-23,235667,True,https://open.spotify.com/track/3HfB5hBU0dmBt8T0iCmH42,0.532,0.344,7,-13.057,1,0.035,0.00563,0.000473,0.115,0.126,91.834
186,Come Out and Play,The Offspring,Smash [Remastered],1o2LY3O2uyPvdwq7uTpgOa,5G0vAvojJAb8np3INdsISs,0,1994-04-08,197800,False,https://open.spotify.com/track/5G0vAvojJAb8np3INdsISs,0.514,0.884,7,-3.765,1,0.151,0.0943,1.52e-06,0.0654,0.898,158.262
187,The Impression That I Get,The Mighty Mighty Bosstones,Let's Face It,2ZQT4irYHOexoqjzIZXipB,2F5r18ZlLUBqnt0jjhhETm,0,1997-01-01,194760,False,https://open.spotify.com/track/2F5r18ZlLUBqnt0jjhhETm,0.419,0.945,4,-5.406,1,0.119,0.0985,0.0121,0.23,0.695,181.175
188,Happier,"Marshmello, Bastille",Happier,78EicdHZr5XBWD7llEZ1Jh,2dpaYNEQHiRxtZbfNsse99,54,2018-08-17,214290,False,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015
189,broken,lovelytheband,finding it hard to smile,2AbPwLvpR0FwpqGt4ZY1q4,6XcfKZvJio9Z0fQy11GnNX,70,2018-08-03,204878,False,https://open.spotify.com/track/6XcfKZvJio9Z0fQy11GnNX,0.666,0.728,7,-5.808,1,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996
190,September,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol.1",3IdGf5JgMYUrO9gBaD0Oqw,6IWkdrBY2O0vfQdfEKGUdF,0,1978-11-23,215093,False,https://open.spotify.com/track/6IWkdrBY2O0vfQdfEKGUdF,0.693,0.825,9,-7.308,1,0.0301,0.162,0.00144,0.251,0.981,125.892
191,Let's Groove,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire-Vol. II",6rxdEnk6m2P66BxcXsQbNs,4ZXxmmsp1Nd7ejbHs2BNBG,0,1988-05-30,334867,False,https://open.spotify.com/track/4ZXxmmsp1Nd7ejbHs2BNBG,0.877,0.557,11,-10.79,0,0.0723,0.0628,0.0023,0.145,0.88,125.543
192,Cake By The Ocean,DNCE,SWAAY,1sfmaFRbpMEGHH7DGup1wT,42ftjU4cTN5UTRksyqBKZJ,0,2015-10-23,218440,True,https://open.spotify.com/track/42ftjU4cTN5UTRksyqBKZJ,0.771,0.76,4,-5.459,0,0.0514,0.147,0.0,0.053,0.881,119.0
193,Sugar,Maroon 5,V,2Auw0pTT6EcQdvHNimhLQI,2iuZJX9X9P0GKaE93xcPjk,83,2014-09-02,235493,True,https://open.spotify.com/track/2iuZJX9X9P0GKaE93xcPjk,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076
194,Rather Be (feat. Jess Glynne),"Clean Bandit, Jess Glynne",New Eyes,4a6DxkhmMvvEdPXxm4ergN,0am001WwFBVGDGLwRh3ixi,66,2014-06-02,227833,False,https://open.spotify.com/track/0am001WwFBVGDGLwRh3ixi,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97
195,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",40LbnfieVTWtHrK24WQeEB,6JV2JOEocMgcZxYSZelKcc,79,2016-05-06,236002,False,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,0.666,0.83,0,-5.715,1,0.0751,0.0123,0.0,0.191,0.702,113.03
196,Snow (Hey Oh),Red Hot Chili Peppers,Snow (Hey Oh),45AEwWiI7JPZolwc2Xwaoc,6fgbQt13JlpN59PytgTMsA,60,2006-12-19,334667,False,https://open.spotify.com/track/6fgbQt13JlpN59PytgTMsA,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655
197,The Walker,Fitz and The Tantrums,More Than Just a Dream,6yhvsasMsZ1ZMuTk8qIHx0,46EOWTszdIfllYY4o6rjkY,55,2013-05-07,233133,False,https://open.spotify.com/track/46EOWTszdIfllYY4o6rjkY,0.77,0.801,9,-4.182,0,0.0336,0.00375,0.00281,0.0515,0.725,130.76
198,Get Lucky (feat. Pharrell Williams and Nile Rodgers),"Daft Punk, Pharrell Williams, Nile Rodgers",Random Access Memories,4m2880jivSbbyEGAKfITCa,69kOkLUCkxIZYexIgSG8rq,76,2013-05-20,369627,False,https://open.spotify.com/track/69kOkLUCkxIZYexIgSG8rq,0.81,0.793,6,-9.404,0,0.0403,0.0378,1.77e-06,0.072,0.863,116.05
199,Raspberry Beret,Prince,Around the World in a Day,5FbrTPPlaNSOsChhKUZxcu,5jSz894ljfWE0IcHBSM39i,68,1985-04-22,215173,False,https://open.spotify.com/track/5jSz894ljfWE0IcHBSM39i,0.761,0.67,2,-12.759,1,0.0438,0.21,0.000426,0.0685,0.91,120.752
200,Walkin' On The Sun,Smash Mouth,Fush Yu Mang,1qKYc6GDWKNj3wbQpD5hXt,0EQknhinIfbJ12hwMGjOY5,0,1997-01-01,205961,False,https://open.spotify.com/track/0EQknhinIfbJ12hwMGjOY5,0.735,0.974,6,-4.636,1,0.0318,0.43,0.0,0.145,0.967,123.29
201,Happy,Pharrell Williams,Despicable Me 2 (Original Motion Picture Soundtrack),5l3zEmMrOhOzG8d8s83GOL,6NPVjNh8Jhru9xOmyQigds,0,2013-06-18,233305,False,https://open.spotify.com/track/6NPVjNh8Jhru9xOmyQigds,0.652,0.757,1,-6.819,1,0.153,0.286,0.0,0.0886,0.962,159.911
202,Cheap Thrills,Sia,This Is Acting,77jAfTh3KH9K2reMOmTgOh,27SdWb2rFzO6GWiYDBTD9j,80,2016-01-29,211667,False,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976
203,Swimming In The Moonlight,Bad Suns,Disappear Here,2YXl7mV4d30fEbwpVQ7YBQ,2PoqubfYq2Cl0nUyrrTht6,38,2016-09-16,221280,False,https://open.spotify.com/track/2PoqubfYq2Cl0nUyrrTht6,0.662,0.904,1,-4.611,0,0.0472,0.0322,0.00068,0.279,0.696,129.945
204,Two High,Moon Taxi,Two High,2X0fRqWApq284H4mTi4RgU,0Z9HQ8YvHqdeOjTwsR3cS7,43,2017-05-05,213226,False,https://open.spotify.com/track/0Z9HQ8YvHqdeOjTwsR3cS7,0.65,0.765,11,-4.603,0,0.0464,0.0933,0.00457,0.119,0.475,107.015
205,Fool,Fitz and The Tantrums,Fool,6ZEjDoRJc72mChd2QRnAqo,1FHOtQYajPRN7GkJPBCnXn,25,2017-06-22,189136,False,https://open.spotify.com/track/1FHOtQYajPRN7GkJPBCnXn,0.683,0.833,8,-3.324,1,0.0595,0.0499,0.000858,0.161,0.537,136.099
206,Circadian Rhythm (Last Dance),Silversun Pickups,Better Nature,0agTDpexfDj4Em7ahtcOPG,127qrKbnyZCYnn158P80op,53,2015-09-25,229013,False,https://open.spotify.com/track/127qrKbnyZCYnn158P80op,0.693,0.586,6,-7.418,1,0.0324,0.0667,0.0133,0.362,0.459,127.967
207,Rose-Colored Boy,Paramore,After Laughter,1c9Sx7XdXuMptGyfCB6hHs,2RJfK2pOvGpnxC255YOy5k,68,2017-05-12,212853,False,https://open.spotify.com/track/2RJfK2pOvGpnxC255YOy5k,0.768,0.826,5,-4.904,1,0.0335,0.00199,0.000374,0.031,0.926,114.997
208,Safe And Sound,Capital Cities,In A Tidal Wave Of Mystery (Deluxe Edition),5ps3FwS0qGdRCvXop8q9vn,6BnONjR7itGMEqwxKTIlRM,0,2013,192790,False,https://open.spotify.com/track/6BnONjR7itGMEqwxKTIlRM,0.653,0.822,0,-4.857,1,0.033,0.00021,0.0047,0.0838,0.762,117.949
209,Mr. Jones,Counting Crows,August And Everything After (Deluxe Edition),4EyfYgc5vHjNED6jCEmmJE,5UtrTg1Na7TWRYmr7UgUXx,0,2007-01-01,271547,False,https://open.spotify.com/track/5UtrTg1Na7TWRYmr7UgUXx,0.571,0.837,0,-5.604,1,0.0377,0.165,5.12e-06,0.17,0.713,141.66
210,Roll Up,Fitz and The Tantrums,Fitz and The Tantrums,7HBKKw5pJLNj6mdRLb1KG3,7kClqlbpmpZmGMimROkvh6,35,2016-06-10,218400,False,https://open.spotify.com/track/7kClqlbpmpZmGMimROkvh6,0.689,0.969,0,-3.041,1,0.0581,0.0357,9.56e-06,0.08,0.638,92.506
211,Run-Around,Blues Traveler,Travelogue: Blues Traveler Classics,6Rro4SnGlmVE4uzc2EIo2I,3y8rEUEUdmAcPCpPoLotnO,53,2002-01-01,280093,False,https://open.spotify.com/track/3y8rEUEUdmAcPCpPoLotnO,0.591,0.907,7,-5.648,1,0.0837,0.0675,0.0,0.0903,0.817,151.961
212,It's Time,Imagine Dragons,Continued Silence EP,5eJa2BP7rrqkrpFpTiANPg,40xtweuHBkLXNMO3xCK5AZ,13,2012-01-01,238467,False,https://open.spotify.com/track/40xtweuHBkLXNMO3xCK5AZ,0.66,0.89,2,-4.769,1,0.0389,0.0214,0.0,0.103,0.827,105.003
213,Semi-Charmed Life,Third Eye Blind,Third Eye Blind,2gToC0XAblE9h3UZD6aAaQ,42et6fnHCw1HIPSrdPprMl,76,1997-04-08,268360,False,https://open.spotify.com/track/42et6fnHCw1HIPSrdPprMl,0.64,0.864,7,-6.576,1,0.0314,0.00832,0.0,0.123,0.701,102.026
214,Waves - Robin Schulz Radio Edit,"Mr. Probz, Robin Schulz",Waves (Robin Schulz Radio Edit),7l4LGPXk2mB80WgXy4VeuB,5Sf3GyLEAzJXxZ5mbCPXTu,10,2014-02-07,208133,False,https://open.spotify.com/track/5Sf3GyLEAzJXxZ5mbCPXTu,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.0014,0.0829,0.45,119.993
215,Stronger (feat. Alex Newell & Sean Bass),"Clean Bandit, Alex Newell, Sean Bass",New Eyes,4a6DxkhmMvvEdPXxm4ergN,6dm7uLUcCq7bVDjgMWhHLf,28,2014-06-02,219467,False,https://open.spotify.com/track/6dm7uLUcCq7bVDjgMWhHLf,0.732,0.769,4,-4.669,0,0.0434,0.0114,0.000383,0.0768,0.846,124.999
216,Empress,Morningsiders,Empress,07S5Om7EgjLq3I6QNuDSb8,5YVYVuNA44FT2yVxEXOw3r,0,2014-05-06,199743,False,https://open.spotify.com/track/5YVYVuNA44FT2yVxEXOw3r,0.703,0.549,0,-9.731,1,0.0295,0.326,0.00256,0.082,0.385,99.985
217,Neopolitan Dreams,Lisa Mitchell,Neopolitan Dreams,68sDD2SfT1Mgy6qKL09XM4,2bCDjVF0utbJIHpG7osTvY,29,2009-08-11,182893,False,https://open.spotify.com/track/2bCDjVF0utbJIHpG7osTvY,0.693,0.468,0,-10.368,1,0.0264,0.0334,0.0,0.166,0.386,113.987
218,Smile,Sheppard,Bombs Away,2Yi29VOccHCwktsZNqtxbt,1iAQYy8QPlnS9cVWG9KFqg,24,2015-03-10,230278,False,https://open.spotify.com/track/1iAQYy8QPlnS9cVWG9KFqg,0.699,0.744,9,-5.776,1,0.0497,0.399,4.58e-06,0.361,0.642,96.979
219,Where Is The Love?,Black Eyed Peas,Elephunk (International Version),1bNyYpkDRovmErm4QeDrpJ,0uqPG793dkDDN7sCUJJIVC,0,2003-01-01,272533,False,https://open.spotify.com/track/0uqPG793dkDDN7sCUJJIVC,0.835,0.687,5,-3.18,1,0.184,0.101,0.0,0.132,0.828,94.059
220,All I Wanna Do,Sheryl Crow,Tuesday Night Music Club,7dC6axVAeBDpRMmNtRbpwU,3ZpQiJ78LKINrW9SQTgbXd,73,1993-08-03,272107,False,https://open.spotify.com/track/3ZpQiJ78LKINrW9SQTgbXd,0.82,0.528,9,-11.179,1,0.0321,0.111,0.0186,0.257,0.931,120.091
221,Fly,Sugar Ray,Floored,3jMUfZpBUTZOl91khbj4ic,3uPfVXcjnpOjyzI3jb3js4,67,1997-06-20,244640,False,https://open.spotify.com/track/3uPfVXcjnpOjyzI3jb3js4,0.835,0.648,1,-8.15,1,0.0488,0.0202,0.225,0.308,0.674,99.701
222,Never Let You Go - 2008 Remaster,Third Eye Blind,Blue,7z6LqzGLGd6tnWvsH9iojB,1sxUaLi0G2vB7dl4ogtCxH,66,1999-11-23,237240,False,https://open.spotify.com/track/1sxUaLi0G2vB7dl4ogtCxH,0.728,0.94,4,-5.034,1,0.0368,0.0814,0.000162,0.109,0.967,113.76
223,Hanging By A Moment,Lifehouse,No Name Face,1VKNHcrUppE8i5oAhg4o6k,0wqOReZDnrefefEsrIGeR4,70,2000,216067,False,https://open.spotify.com/track/0wqOReZDnrefefEsrIGeR4,0.541,0.864,1,-4.915,1,0.0357,0.00118,0.0,0.0896,0.435,124.557
224,Ocean Avenue,Yellowcard,Ocean Avenue,24IBCzEJlHBI0ioxlSuSPA,23oxJmDc1V9uLUSmN2LIvx,76,2003-01-01,198267,False,https://open.spotify.com/track/23oxJmDc1V9uLUSmN2LIvx,0.486,0.904,6,-3.751,0,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734
225,The Remedy (I Won't Worry),Jason Mraz,Waiting for My Rocket to Come,6I9GBueBmRdHdDQjbL7El1,4tK4ARuilOrBzwVQK73E0Y,61,2002-10-15,256441,False,https://open.spotify.com/track/4tK4ARuilOrBzwVQK73E0Y,0.589,0.867,10,-4.523,1,0.0385,0.041,0.0,0.306,0.795,94.52
226,Shattered [Turn The Car Around],O.A.R.,All Sides,4AQl3kDDcH1gsNL2BCd1pv,32oh9wNU89gmX6CohLTdeG,0,2008-07-01,255493,False,https://open.spotify.com/track/32oh9wNU89gmX6CohLTdeG,0.571,0.784,11,-6.396,1,0.0352,0.0175,0.0,0.19,0.462,105.973
227,Sunday Morning,Maroon 5,Songs About Jane: 10th Anniversary Edition,5zClcGCSWj926AMjvBNSLc,5qII2n90lVdPDcgXEEVHNy,77,2002,244880,False,https://open.spotify.com/track/5qII2n90lVdPDcgXEEVHNy,0.608,0.768,0,-5.227,1,0.0475,0.0913,0.0,0.0629,0.809,88.059
228,Live in the Moment,Portugal. The Man,Woodstock,4VzzEviJGYUtAeSsJlI9QB,60eOMEt3WNVX1m1jmApmnX,64,2017-06-16,246787,False,https://open.spotify.com/track/60eOMEt3WNVX1m1jmApmnX,0.546,0.583,6,-7.317,0,0.0348,0.002,0.173,0.115,0.235,128.017
229,Every Morning,Sugar Ray,14:59,43NNW7iDuAE8pIouzvwWWi,2ouURa1AIXp3AvkS52Jry5,69,1998-12-23,219867,False,https://open.spotify.com/track/2ouURa1AIXp3AvkS52Jry5,0.833,0.679,8,-4.496,1,0.0365,0.0834,0.00258,0.0769,0.975,109.916
230,Meet Virginia,Train,Train,01aoYWjhjshlHf5vJNYb03,4ocbH5ZJqajZIpUrqRUoue,64,1998-02-24,239933,False,https://open.spotify.com/track/4ocbH5ZJqajZIpUrqRUoue,0.675,0.553,7,-7.775,1,0.0486,0.0863,7.58e-06,0.118,0.594,90.02
231,Slide,The Goo Goo Dolls,Dizzy up the Girl,4UMjBXcRqIgMZ1XumU2x5T,0nnwn7LWHCAu09jfuH1xTA,73,1998-09-11,212067,False,https://open.spotify.com/track/0nnwn7LWHCAu09jfuH1xTA,0.395,0.843,8,-4.476,1,0.0374,0.00483,0.0,0.0404,0.481,112.423
232,Roll To Me,Del Amitri,Twisted,0eMkSSaQQ9cWk4l07WPRPy,7LF0YY1gON8rBECsyEs0Wb,61,1995-01-01,132307,False,https://open.spotify.com/track/7LF0YY1gON8rBECsyEs0Wb,0.567,0.821,6,-5.894,1,0.0371,0.418,0.0,0.108,0.895,150.106
233,Someday,Sugar Ray,14:59,43NNW7iDuAE8pIouzvwWWi,6zeDYmP3ARpURvpK29Q09P,62,1998-12-23,242800,False,https://open.spotify.com/track/6zeDYmP3ARpURvpK29Q09P,0.745,0.682,1,-4.39,0,0.0287,0.0105,0.0862,0.21,0.938,110.857
234,Southern Nights,Glen Campbell,Southern Nights,0R7Uw1tUUbWlV53BGKfjQ4,7kv7zBjMtVf0eIJle2VZxn,74,1977-01-01,180027,False,https://open.spotify.com/track/7kv7zBjMtVf0eIJle2VZxn,0.697,0.813,11,-8.89,0,0.0315,0.0989,0.0232,0.583,0.85,95.301
235,I Want You Back,The Jackson 5,Greatest Hits,7ioDs7ZLvqeYLD1SVFeWci,2OSfEYKhlSsLx6vn4O75RK,62,1971-01-01,178493,False,https://open.spotify.com/track/2OSfEYKhlSsLx6vn4O75RK,0.667,0.669,8,-6.264,1,0.0326,0.441,0.0023,0.215,0.947,98.264
236,Under the Boardwalk,The Drifters,Under the Boardwalk,7AgI5vniflcbh86Znea7yM,65jrjEhWfAvysKfnojk1i0,69,1964-06-01,161960,False,https://open.spotify.com/track/65jrjEhWfAvysKfnojk1i0,0.747,0.226,7,-13.635,1,0.0414,0.908,0.000168,0.107,0.778,123.792
237,Don't Bring Me Down,Electric Light Orchestra,Discovery,1CvVSn2MtKDBR6aWMkNkem,72ahyckBJfTigJCFCviVN7,75,1979-05-31,243373,False,https://open.spotify.com/track/72ahyckBJfTigJCFCviVN7,0.638,0.867,2,-6.469,1,0.0331,0.144,0.000733,0.0846,0.805,115.692
238,Opposites Attract,Paula Abdul,Forever Your Girl,7zduRJgS6v79QmNUhKGozu,7z38bideBRvGAgjXe2SECm,52,1988-01-01,265373,False,https://open.spotify.com/track/7z38bideBRvGAgjXe2SECm,0.783,0.842,1,-8.838,1,0.054,0.0337,2.57e-06,0.0519,0.933,117.79
239,Breakfast at Tiffany's,Deep Blue Something,11th Song,3LPjf08FNj6TCIhOkIMCTO,0SaOhWDuRf7X67Xv9q68QZ,42,1993,320400,False,https://open.spotify.com/track/0SaOhWDuRf7X67Xv9q68QZ,0.457,0.483,2,-16.09,1,0.0374,0.0111,0.000151,0.0505,0.606,114.586
240,One Week,Barenaked Ladies,Stunt (20th Anniversary Edition),0DuFDnZcj7B4R0Jik1aDmY,29hBRadFZf9QTGRHZmxm65,70,1998-07-07,169760,False,https://open.spotify.com/track/29hBRadFZf9QTGRHZmxm65,0.702,0.898,9,-6.003,1,0.0373,0.00854,0.000154,0.0917,0.731,112.845
241,Mr. Brightside,The Killers,Hot Fuss,1ujPmNlTMp41h4EG6OOBGR,7d8GetOsjbxYnlo6Y9e5Kw,0,2004-06-07,222107,False,https://open.spotify.com/track/7d8GetOsjbxYnlo6Y9e5Kw,0.352,0.928,1,-3.71,1,0.0758,0.00113,0.0,0.0987,0.239,148.026
242,Levitating,Dua Lipa,Levitating EP,6dr5OXklXimj3DRMhQEYYz,12d6L7D2rRUv6XgF73GBAi,35,2020-12-11,203808,False,https://open.spotify.com/track/12d6L7D2rRUv6XgF73GBAi,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014
243,Island In The Sun,Weezer,Weezer,2OBSz5Nlto0Q5CtYPzPY7c,2MLHyLy5z5l5YRp7momlgw,81,2001-05-15,200307,False,https://open.spotify.com/track/2MLHyLy5z5l5YRp7momlgw,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623
244,Higher Ground,Stevie Wonder,Innervisions,5jgI8Eminx9MmLBontDWq8,0dMd4rilfd6gPbXaLpNYhu,68,1973-08-03,222600,False,https://open.spotify.com/track/0dMd4rilfd6gPbXaLpNYhu,0.716,0.85,8,-9.949,1,0.0426,0.0631,0.00133,0.189,0.821,125.474
245,Misery Business,Paramore,Riot!,71rziY9eLo1tA2dBMxrwhc,6SpLc7EXZIPpy0sVko0aoU,77,2007-06-11,211520,False,https://open.spotify.com/track/6SpLc7EXZIPpy0sVko0aoU,0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977
246,Shake It Off,Taylor Swift,1989 (Deluxe),1yGbNOtRIgdIiGHOEBaZWf,0cqRj7pUJDkTCEsJkx8snD,84,2014-01-01,219200,False,https://open.spotify.com/track/0cqRj7pUJDkTCEsJkx8snD,0.647,0.8,7,-5.384,1,0.165,0.0647,0.0,0.334,0.942,160.078
247,Blinding Lights,The Weeknd,After Hours,4yP0hdKOZPNshxUOjY0cZj,0VjIjW4GlUZAMYd2vXMi3b,92,2020-03-20,200040,False,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005
